Age,Sex,Race,Marital status?,Education,Incomes,Employement,book you read last 12m?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,Last book you read,Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
60,Female,White,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,24,No,No,Yes,Purchased the book,No,No
60,Female,White,Widowed,High school graduate,"$20,000 to under $30,000",Employed part-time,24,Yes,No,No,Purchased the book,Yes,No
60,Female,White,Married,High school graduate,"$30,000 to under $40,000",Employed part-time,24,Yes,No,No,Borrowed the book from a library,Yes,Yes
60,Male,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,24,Yes,No,Yes,Got the book some other way,Yes,Yes
59,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Not employed for pay,24,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
58,Male,White,Separated,College graduate,Refused,Retired,24,Yes,No,No,Purchased the book,Yes,Yes
57,Female,White,Married,High school graduate,"$40,000 to under $50,000",Employed full-time,24,Yes,No,No,Purchased the book,Yes,No
55,Female,White,Married,College graduate,Refused,Employed full-time,24,No,Yes,Yes,Purchased the book,Yes,No
54,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed part-time,24,Yes,No,Yes,Purchased the book,Yes,Yes
51,Female,White,Married,"Technical, trade or vocational school AFTER high school","$50,000 to under $75,000",Retired,24,Yes,No,Yes,Got the book some other way,No,Yes
50,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Not employed for pay,24,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
50,Female,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,24,Yes,No,No,Purchased the book,Yes,No
50,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,24,Yes,No,Yes,Purchased the book,Yes,No
47,Female,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed part-time,24,Yes,No,No,Borrowed the book from a library,Yes,Yes
47,Female,White,Never been married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Not employed for pay,24,Yes,No,Yes,Purchased the book,No,No
41,Male,White,Married,College graduate,"$100,000 to under $150,000",Retired,24,Yes,No,Yes,Purchased the book,Yes,Yes
33,Female,White,Married,Post-graduate training/professional school after college,"$30,000 to under $40,000",Not employed for pay,24,Yes,No,No,Purchased the book,No,Yes
17,Female,White,Never been married,High school incomplete,"$75,000 to under $100,000",Not employed for pay,24,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
21,Female,White,Never been married,College graduate,"$100,000 to under $150,000",Employed full-time,23,Yes,No,Yes,Purchased the book,Yes,Yes
58,Female,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed part-time,22,Yes,Yes,Yes,Purchased the book,Yes,No
50,Female,Refused,Married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Employed full-time,20,Yes,Yes,Yes,Got the book some other way,Yes,Yes
49,Female,Refused,Divorced,Post-graduate training/professional school after college,"$40,000 to under $50,000",Employed part-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
46,Female,Refused,Living with a partner,High school graduate,Refused,Employed full-time,20,Yes,No,No,Purchased the book,Yes,No
38,Male,Refused,Married,Post-graduate training/professional school after college,Refused,Employed full-time,20,Yes,Yes,Yes,Purchased the book,Yes,Yes
21,Male,Other,Living with a partner,High school incomplete,"$40,000 to under $50,000",Employed part-time,20,Yes,No,No,Purchased the book,No,Yes
40,Female,Native American/American Indian,Divorced,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
39,Male,Mixed race,Never been married,College graduate,"$40,000 to under $50,000",Employed full-time,20,Yes,No,No,Purchased the book,No,No
27,Female,Mixed race,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,20,No,Yes,No,Purchased the book,Yes,Yes
24,Male,Mixed race,Never been married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
17,Female,Mixed race,Never been married,High school incomplete,"Less than $10,000",Employed full-time,20,Yes,Yes,Yes,Got the book some other way,Yes,No
17,Female,Mixed race,Never been married,High school incomplete,"$100,000 to under $150,000",Not employed for pay,20,Yes,No,No,Borrowed the book from a friend or family member,No,No
16,Male,Mixed race,Never been married,High school incomplete,"9$100,000 to under $150,000",Student,20,Yes,No,Yes,Purchased the book,No,Yes
47,Male,Asian or Pacific Islander,Married,"Technical, trade or vocational school AFTER high school","$100,000 to under $150,000",Student,20,Yes,No,No,Purchased the book,No,Yes
34,Female,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Got the book some other way,No,Yes
25,Male,Asian or Pacific Islander,Never been married,College graduate,Refused,Employed full-time,20,Yes,No,Yes,Got the book some other way,Yes,Yes
25,Female,Asian or Pacific Islander,Living with a partner,College graduate,Refused,Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
78,Female,Black or African-American,Widowed,High school graduate,"9$100,000 to under $150,000",Retired,20,No,No,Yes,Purchased the book,No,Yes
60,Male,Black or African-American,Married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Employed full-time,20,Yes,Yes,No,Purchased the book,Yes,Yes
56,Female,Black or African-American,Divorced,High school graduate,"$20,000 to under $30,000",Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
47,Male,Black or African-American,Married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed full-time,20,Yes,No,No,Borrowed the book from a library,Yes,Yes
47,Male,Black or African-American,Married,High school graduate,"$40,000 to under $50,000",Employed full-time,20,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,No
37,Male,Black or African-American,Married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
37,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree","$10,000 to under $20,000",Employed full-time,20,Yes,No,No,Got the book some other way,Yes,No
31,Female,Black or African-American,Living with a partner,High school graduate,"$30,000 to under $40,000",Employed full-time,20,Yes,No,No,Got the book some other way,Yes,Yes
29,Male,Black or African-American,Separated,High school graduate,"$50,000 to under $75,000",Employed full-time,20,Yes,No,No,Purchased the book,No,No
22,Female,Black or African-American,Never been married,"Some college, no 4-year degree","$40,000 to under $50,000",Not employed for pay,20,Yes,No,Yes,Purchased the book,No,Yes
17,Female,Black or African-American,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,20,Yes,No,No,Borrowed the book from a library,No,Yes
83,Female,White,Widowed,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,20,Yes,No,Yes,Purchased the book,No,No
80,Female,White,Divorced,"Some college, no 4-year degree","$10,000 to under $20,000",Retired,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
80,Male,White,Married,Post-graduate training/professional school after college,Refused,Retired,20,Yes,No,No,Borrowed the book from a library,Yes,Yes
73,Female,White,Divorced,College graduate,"$50,000 to under $75,000",Employed full-time,20,Yes,No,Yes,Got the book some other way,Yes,Yes
72,Male,White,Divorced,College graduate,"9$100,000 to under $150,000",Retired,20,Yes,Yes,Yes,Purchased the book,Yes,Yes
72,Female,White,Married,High school graduate,"9$100,000 to under $150,000",Retired,20,Yes,No,No,Borrowed the book from a library,No,Yes
70,Male,White,Divorced,College graduate,"$75,000 to under $100,000",Retired,20,Yes,No,No,Purchased the book,Yes,No
70,Female,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed part-time,20,Yes,No,Yes,Borrowed the book from a library,Yes,No
70,Female,White,Married,High school graduate,"$30,000 to under $40,000",Employed part-time,20,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
70,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,20,Yes,No,Yes,Purchased the book,Yes,Yes
70,Female,White,Married,Post-graduate training/professional school after college,"9$100,000 to under $150,000",Retired,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
69,Female,White,Widowed,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,20,Yes,No,No,Borrowed the book from a library,No,No
69,Female,White,Married,College graduate,"$40,000 to under $50,000",Retired,20,Yes,Yes,Yes,Purchased the book,No,Yes
69,Male,White,Married,College graduate,"$75,000 to under $100,000",Retired,20,Yes,No,No,Purchased the book,Yes,Yes
68,Male,White,Married,College graduate,"$30,000 to under $40,000",Retired,20,Yes,No,Yes,Purchased the book,Yes,Yes
68,Female,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,20,Yes,Yes,Yes,Purchased the book,No,Yes
68,Female,White,Married,College graduate,"$100,000 to under $150,000",Retired,20,Yes,No,Yes,Purchased the book,Yes,Yes
68,Female,White,Married,High school graduate,"$30,000 to under $40,000",Retired,20,Yes,No,No,Purchased the book,Yes,No
67,Male,White,Married,College graduate,"$100,000 to under $150,000",Retired,20,No,No,Yes,Purchased the book,Yes,No
66,Female,White,Divorced,Post-graduate training/professional school after college,Refused,Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
66,Female,White,Never been married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,Yes,Yes,Purchased the book,Yes,Yes
65,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,20,Yes,No,Yes,Purchased the book,Yes,Yes
65,Female,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Retired,20,Yes,No,Yes,Purchased the book,No,No
64,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,20,Yes,No,Yes,Purchased the book,Yes,Yes
64,Female,White,Single,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed part-time,20,Yes,No,No,Purchased the book,Yes,Yes
63,Female,White,Married,High school graduate,"$75,000 to under $100,000",Retired,20,Yes,No,No,Borrowed the book from a library,Yes,Yes
63,Female,White,Married,Post-graduate training/professional school after college,Refused,Employed part-time,20,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
63,Female,White,Married,College graduate,"$100,000 to under $150,000",Retired,20,Yes,No,No,Purchased the book,Yes,Yes
62,Female,White,Divorced,Post-graduate training/professional school after college,"$40,000 to under $50,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
62,Female,White,Married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed full-time,20,Yes,No,No,Purchased the book,No,No
62,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,20,No,Yes,Yes,Purchased the book,No,No
62,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
62,Female,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Retired,20,Yes,No,No,Borrowed the book from a library,Yes,No
61,Female,White,Divorced,Post-graduate training/professional school after college,"$30,000 to under $40,000",Employed part-time,20,Yes,Yes,Yes,Purchased the book,Yes,No
60,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
60,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Retired,20,Yes,No,No,Purchased the book,Yes,No
60,Female,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed part-time,20,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
60,Male,White,Married,High school graduate,"$50,000 to under $75,000",Retired,20,Yes,No,No,Purchased the book,Yes,Yes
60,Male,White,Divorced,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
60,Female,White,Married,High school graduate,Refused,Not employed for pay,20,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
59,Female,White,Married,College graduate,"$100,000 to under $150,000",Not employed for pay,20,No,No,Yes,Purchased the book,Yes,No
59,Female,White,Married,College graduate,"$40,000 to under $50,000",Disabled,20,Yes,No,No,Got the book some other way,Yes,Yes
58,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
57,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
56,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Got the book some other way,Yes,Yes
56,Female,White,Married,College graduate,"$50,000 to under $75,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
56,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
55,Female,White,Married,College graduate,Refused,Employed full-time,20,Yes,Yes,No,Borrowed the book from a library,No,Yes
55,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,20,No,Yes,No,Purchased the book,No,No
55,Female,White,Divorced,High school graduate,"Less than $10,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,No
55,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
54,Male,White,Living with a partner,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,20,Yes,No,No,Got the book some other way,No,No
54,Male,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
54,Male,White,Divorced,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
54,Male,White,Married,High school graduate,"$30,000 to under $40,000",Employed part-time,20,Yes,No,Yes,Got the book some other way,Yes,No
54,Male,White,Never been married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Retired,20,Yes,No,Yes,Purchased the book,Yes,Yes
53,Female,White,Divorced,High school graduate,"$10,000 to under $20,000",Employed part-time,20,No,No,Yes,Purchased the book,Yes,No
53,Female,White,Married,College graduate,Refused,Not employed for pay,20,Yes,Yes,Yes,Purchased the book,No,Yes
52,Female,White,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
52,Female,White,Divorced,"Some college, no 4-year degree","$20,000 to under $30,000",Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
50,Male,White,Never been married,College graduate,"9$100,000 to under $150,000",Employed full-time,20,Yes,Yes,Yes,Purchased the book,No,Yes
49,Female,White,Living with a partner,High school graduate,"$30,000 to under $40,000",Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
48,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,20,Yes,Yes,No,Purchased the book,Yes,Yes
48,Female,White,Living with a partner,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
48,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed part-time,20,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
48,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Got the book some other way,No,Yes
47,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,20,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
47,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,No,Yes
45,Female,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,20,Yes,Yes,Yes,Purchased the book,No,Yes
44,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
44,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
44,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,20,Yes,Yes,Yes,Got the book some other way,Yes,Yes
44,Male,White,Married,College graduate,"$50,000 to under $75,000",Not employed for pay,20,Yes,No,No,Got the book some other way,No,No
43,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,No,Yes,Purchased the book,No,Yes
43,Female,White,Never been married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,No,Yes
42,Female,White,Married,High school graduate,"$40,000 to under $50,000",Employed full-time,20,No,Yes,No,Borrowed the book from a library,Yes,No
42,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,Yes,No,Borrowed the book from a library,No,No
42,Male,White,Married,Post-graduate training/professional school after college,Refused,Employed full-time,20,Yes,No,No,Purchased the book,Yes,No
42,Female,White,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,20,Yes,No,No,Borrowed the book from a friend or family member,No,No
40,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
40,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,20,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
40,Male,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,Yes,No,Purchased the book,Yes,Yes
39,Female,White,Married,Post-graduate training/professional school after college,Refused,Not employed for pay,20,Yes,No,No,Purchased the book,No,Yes
39,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
38,Female,White,Married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed part-time,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
38,Female,White,Living with a partner,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,No
38,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,20,Yes,Yes,No,Purchased the book,Yes,No
37,Female,White,Married,College graduate,"$50,000 to under $75,000",Not employed for pay,20,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
35,Male,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,Yes,No,Purchased the book,Yes,No
34,Male,White,Never been married,"Some college, no 4-year degree","$50,000 to under $75,000",Student,20,Yes,No,Yes,Purchased the book,Yes,No
34,Female,White,Married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed full-time,20,Yes,No,Yes,Got the book some other way,Yes,No
33,Female,White,Married,Post-graduate training/professional school after college,"$30,000 to under $40,000",Employed full-time,20,Yes,No,No,Got the book some other way,Yes,Yes
33,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,20,Yes,Yes,Yes,Purchased the book,Yes,Yes
33,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,20,Yes,Yes,Yes,Purchased the book,Yes,Yes
33,Male,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Purchased the book,No,Yes
33,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Not employed for pay,20,Yes,No,Yes,Purchased the book,No,Yes
33,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,No
32,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,Yes,No,Got the book some other way,Yes,Yes
32,Female,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,No
31,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,20,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,No
31,Female,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Other,20,No,No,Yes,Purchased the book,Yes,Yes
30,Male,White,Never been married,College graduate,"$100,000 to under $150,000",Employed full-time,20,No,No,No,Purchased the book,No,No
29,Male,White,Married,Post-graduate training/professional school after college,Refused,Employed full-time,20,Yes,No,No,Purchased the book,Yes,Yes
26,Female,White,Married,College graduate,"$40,000 to under $50,000",Employed full-time,20,Yes,No,Yes,Purchased the book,No,No
26,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,No,Yes,Purchased the book,No,Yes
26,Female,White,Married,High school graduate,"$30,000 to under $40,000",Employed full-time,20,Yes,No,Yes,Got the book some other way,Yes,No
26,Male,White,Living with a partner,High school graduate,"$30,000 to under $40,000",Not employed for pay,20,Yes,No,Yes,Purchased the book,Yes,Yes
25,Male,White,Never been married,College graduate,"$50,000 to under $75,000",Employed full-time,20,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
24,Female,White,Married,College graduate,"$40,000 to under $50,000",Not employed for pay,20,Yes,No,No,Purchased the book,No,Yes
24,Male,White,Never been married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,No,No,Got the book some other way,Yes,Yes
24,Female,White,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,20,Yes,Yes,No,Purchased the book,No,No
24,Female,White,Never been married,"Some college, no 4-year degree","9$100,000 to under $150,000",Employed full-time,20,Yes,No,No,Purchased the book,No,Yes
23,Male,White,Never been married,"Some college, no 4-year degree","$10,000 to under $20,000",Employed full-time,20,Yes,No,No,Purchased the book,Yes,No
23,Female,White,Never been married,"Some college, no 4-year degree","$100,000 to under $150,000",Not employed for pay,20,Yes,No,Yes,Purchased the book,No,No
23,Female,White,Never been married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Student,20,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No
22,Female,White,Single,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed part-time,20,Yes,No,No,Purchased the book,No,No
21,Female,White,Single,"Some college, no 4-year degree","9$100,000 to under $150,000",Not employed for pay,20,Yes,No,No,Purchased the book,No,Yes
21,Male,White,Never been married,College graduate,"$75,000 to under $100,000",Employed full-time,20,Yes,No,Yes,Purchased the book,Yes,Yes
20,Female,White,Never been married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed part-time,20,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
19,Female,White,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed part-time,20,Yes,No,Yes,Borrowed the book from a library,No,No
18,Female,White,Never been married,High school graduate,"$10,000 to under $20,000",Employed full-time,20,Yes,No,No,Purchased the book,No,No
17,Female,White,Never been married,High school incomplete,"$10,000 to under $20,000",Not employed for pay,20,Yes,No,No,Borrowed the book from a library,No,No
17,Male,White,Never been married,High school incomplete,"$30,000 to under $40,000",Not employed for pay,20,Yes,No,Yes,Borrowed the book from a library,No,Yes
17,Female,White,Never been married,High school incomplete,"$100,000 to under $150,000",Not employed for pay,20,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
16,Male,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,20,Yes,No,No,Borrowed the book from a library,Yes,No
16,Female,White,Never been married,High school incomplete,"$50,000 to under $75,000",Not employed for pay,20,Yes,No,Yes,Purchased the book,Yes,No
16,Female,White,Never been married,High school incomplete,"$20,000 to under $30,000",Student,20,Yes,No,No,Borrowed the book from a library,Yes,Yes
16,Male,White,Never been married,High school incomplete,"$20,000 to under $30,000",Employed part-time,20,Yes,No,No,Purchased the book,No,No
16,Female,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,20,Yes,No,No,Purchased the book,No,No
16,Male,White,Never been married,High school incomplete,"$10,000 to under $20,000",Employed part-time,20,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
16,Female,White,Never been married,High school incomplete,"$50,000 to under $75,000",Not employed for pay,20,Yes,Yes,No,Purchased the book,No,Yes
16,Male,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,20,Yes,No,Yes,Got the book some other way,Yes,Yes
18,Female,White,Never been married,High school graduate,"9$100,000 to under $150,000",Employed part-time,19,Yes,No,No,Purchased the book,Yes,No
76,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed part-time,18,Yes,Yes,Yes,Purchased the book,Yes,No
72,Female,White,Widowed,College graduate,"$30,000 to under $40,000",Retired,18,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
68,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Not employed for pay,18,Yes,No,No,Purchased the book,Yes,Yes
64,Female,White,Married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Retired,18,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
61,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed part-time,18,Yes,No,No,Purchased the book,Yes,Yes
53,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,18,No,Yes,Yes,Purchased the book,Yes,No
53,Female,White,Never been married,"Technical, trade or vocational school AFTER high school","Less than $10,000",Disabled,18,Yes,No,No,Purchased the book,No,No
51,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,18,Yes,Yes,Yes,Purchased the book,Yes,Yes
50,Male,White,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,18,Yes,No,Yes,Purchased the book,Yes,Yes
31,Female,White,Married,High school graduate,"Less than $10,000",Not employed for pay,18,Yes,No,No,Purchased the book,No,Yes
59,Male,Refused,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,17,Yes,No,No,Purchased the book,No,No
60,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,17,Yes,Yes,No,Borrowed the book from a friend or family member,No,No
43,Female,White,Widowed,College graduate,"$40,000 to under $50,000",Employed full-time,17,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
30,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,17,Yes,No,Yes,Purchased the book,Yes,No
25,Male,White,Never been married,College graduate,"$50,000 to under $75,000",Employed full-time,17,Yes,No,Yes,Got the book some other way,No,Yes
17,Male,White,Never been married,High school graduate,"$20,000 to under $30,000",Not employed for pay,17,Yes,No,Yes,Borrowed the book from a library,No,No
35,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,16,Yes,No,Yes,Purchased the book,No,No
50,Male,Black or African-American,Single,High school graduate,"Less than $10,000",Not employed for pay,16,Yes,No,No,Purchased the book,Yes,Yes
79,Female,White,Divorced,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,16,Yes,No,No,Purchased the book,Yes,Yes
79,Female,White,Widowed,High school incomplete,"$30,000 to under $40,000",Not employed for pay,16,Yes,No,No,Purchased the book,Yes,Yes
78,Female,White,Widowed,High school graduate,"$20,000 to under $30,000",Retired,16,Yes,No,No,Got the book some other way,No,Yes
76,Female,White,Married,Post-graduate training/professional school after college,Refused,Retired,16,Yes,No,No,Borrowed the book from a library,Yes,Yes
67,Male,White,Single,"Some college, no 4-year degree","$10,000 to under $20,000",Retired,16,Yes,No,No,Purchased the book,Yes,No
65,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,16,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
40,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,16,No,No,Yes,Purchased the book,Yes,Yes
36,Male,White,Married,Post-graduate training/professional school after college,Refused,Employed full-time,16,Yes,No,Yes,Purchased the book,Yes,Yes
22,Male,White,Never been married,High school incomplete,"Less than $10,000",Employed full-time,16,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
60,Female,Refused,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,15,Yes,No,No,Borrowed the book from a library,Yes,Yes
